cpp_standalone,2000,1.0,0.2300,5.6804
runtime,1000,0.5,0.5196,2.1420
cpp_standalone,10000,2.0,0.2027,14.9209
cuda_standalone,10000,2.0,0.4218,67.0411
gpu_torch,10000,2.0,6.4484,75.9398
gpu_torch,10000,2.0,7.4712,65.8386
gpu_torch,10000,2.0,7.9695,71.0469
gpu_torch,10000,2.0,7.5550,76.2691
gpu_torch,10000,2.0,7.4181,86.5896
gpu_torch,25000,2.0,45.7638,399.5748
gpu_torch,50000,2.0,9.0773,5922.0906
